Student Roll No.,Student Name,Email id,Course,Cohort,Year,Term-1,Term-2,Term-3,No. of JPT Mock Interviews attempted and scored equal or above 80%,Area Head Mock Interview Score,No. of Allocated Interview Attempts,"Categorise student overall (Outstanding, Good, Average, Needs Handholding)",Placed/Not Placed,"If placed, no. of interview attempts required for placement"
SPJ20238091,Student_172_Jan-23,student172@jan-23.spjain.edu,GCGM,Jan-23,2023,93.6,93.8,84.7,0,81.6,8,Outstanding,Not Placed,0
SPJ20231025,Student_173_Jul-23,student173@jul-23.spjain.edu,GMBA,Jul-23,2023,76.7,71.8,92.6,2,81.0,3,Outstanding,Placed,2
SPJ20234189,Student_174_Jan-24,student174@jan-24.spjain.edu,MGB,Jan-24,2023,72.5,85.4,93.1,2,90.4,6,Outstanding,Placed,3
SPJ20241252,Student_175_Jul-23,student175@jul-23.spjain.edu,MGB,Jul-23,2024,75.1,83.8,79.4,4,87.4,4,Needs Handholding,Not Placed,0
SPJ20241501,Student_176_Jul-22,student176@jul-22.spjain.edu,GMBA,Jul-22,2024,80.8,83.9,92.4,0,84.4,8,Needs Handholding,Placed,6
SPJ20232425,Student_177_Jan-24,student177@jan-24.spjain.edu,MGB,Jan-24,2023,74.5,81.3,71.9,3,75.5,7,Good,Placed,1
SPJ20242288,Student_178_Jul-23,student178@jul-23.spjain.edu,GCGM,Jul-23,2024,89.1,79.0,91.2,4,86.2,4,Needs Handholding,Placed,3
SPJ20248973,Student_179_Jan-22,student179@jan-22.spjain.edu,GMBA,Jan-22,2024,79.2,73.5,71.8,2,81.7,5,Outstanding,Not Placed,0
SPJ20242505,Student_180_Jan-23,student180@jan-23.spjain.edu,MGB,Jan-23,2024,72.3,88.7,82.2,4,78.7,3,Outstanding,Placed,2
SPJ20241874,Student_181_Jul-24,student181@jul-24.spjain.edu,GMBA,Jul-24,2024,80.1,73.4,76.7,0,87.1,6,Average,Placed,4
SPJ20248128,Student_182_Jan-23,student182@jan-23.spjain.edu,GMBA,Jan-23,2024,88.3,76.7,73.3,2,88.6,5,Needs Handholding,Placed,3
SPJ20227542,Student_183_Jul-22,student183@jul-22.spjain.edu,GMBA,Jul-22,2022,91.1,73.5,91.1,3,91.6,8,Outstanding,Placed,2
SPJ20236375,Student_184_Jul-24,student184@jul-24.spjain.edu,GCGM,Jul-24,2023,80.3,93.8,81.5,0,80.6,6,Good,Placed,5
SPJ20223232,Student_185_Jan-23,student185@jan-23.spjain.edu,GMBA,Jan-23,2022,71.5,82.1,86.3,1,78.2,5,Needs Handholding,Placed,1
SPJ20232903,Student_186_Jan-22,student186@jan-22.spjain.edu,MGB,Jan-22,2023,93.5,83.6,93.3,0,84.6,3,Average,Placed,1
SPJ20226942,Student_187_Jan-23,student187@jan-23.spjain.edu,GMBA,Jan-23,2022,85.3,91.1,92.1,0,81.3,6,Outstanding,Placed,6
SPJ20228927,Student_188_Jul-23,student188@jul-23.spjain.edu,GCGM,Jul-23,2022,90.5,73.4,71.1,0,91.2,7,Average,Placed,1
SPJ20249550,Student_189_Jul-24,student189@jul-24.spjain.edu,MGB,Jul-24,2024,72.2,82.6,89.6,5,81.5,5,Good,Placed,5
SPJ20242443,Student_190_Jul-23,student190@jul-23.spjain.edu,MGB,Jul-23,2024,83.9,75.3,91.4,1,86.9,5,Needs Handholding,Placed,4
SPJ20246444,Student_191_Jul-24,student191@jul-24.spjain.edu,GMBA,Jul-24,2024,93.1,94.4,75.1,0,79.3,8,Outstanding,Placed,5
SPJ20238173,Student_192_Jul-22,student192@jul-22.spjain.edu,GCGM,Jul-22,2023,89.4,86.6,80.1,0,84.4,5,Good,Not Placed,0
SPJ20228033,Student_193_Jan-24,student193@jan-24.spjain.edu,MGB,Jan-24,2022,78.4,93.0,80.5,1,92.2,7,Needs Handholding,Placed,6
SPJ20245881,Student_194_Jul-22,student194@jul-22.spjain.edu,MGB,Jul-22,2024,83.7,94.7,94.9,1,85.9,4,Average,Placed,4
SPJ20246497,Student_195_Jul-22,student195@jul-22.spjain.edu,MGB,Jul-22,2024,71.2,78.3,81.1,2,89.1,6,Average,Not Placed,0
SPJ20239083,Student_196_Jan-22,student196@jan-22.spjain.edu,MGB,Jan-22,2023,94.0,74.0,84.1,0,85.8,5,Average,Placed,1
SPJ20232552,Student_197_Jul-24,student197@jul-24.spjain.edu,GMBA,Jul-24,2023,88.3,86.7,85.0,0,94.0,3,Needs Handholding,Not Placed,0
SPJ20227653,Student_198_Jul-24,student198@jul-24.spjain.edu,GMBA,Jul-24,2022,73.6,90.1,87.6,3,76.1,8,Good,Placed,1
SPJ20238171,Student_199_Jan-24,student199@jan-24.spjain.edu,GMBA,Jan-24,2023,93.0,77.9,93.0,0,88.7,3,Outstanding,Placed,1
SPJ20233999,Student_200_Jan-24,student200@jan-24.spjain.edu,MGB,Jan-24,2023,91.8,71.5,73.9,0,76.6,3,Average,Placed,3
SPJ20242636,Student_201_Jul-24,student201@jul-24.spjain.edu,MGB,Jul-24,2024,87.2,76.5,85.8,2,75.6,5,Outstanding,Not Placed,0
SPJ20227433,Student_202_Jul-24,student202@jul-24.spjain.edu,MGB,Jul-24,2022,91.1,81.6,83.8,2,87.9,4,Outstanding,Placed,1
SPJ20246705,Student_203_Jul-24,student203@jul-24.spjain.edu,MGB,Jul-24,2024,75.4,77.6,88.0,2,92.9,3,Outstanding,Not Placed,0
SPJ20223855,Student_204_Jan-22,student204@jan-22.spjain.edu,GCGM,Jan-22,2022,80.7,82.7,87.5,0,76.4,5,Outstanding,Placed,3
SPJ20231971,Student_205_Jan-23,student205@jan-23.spjain.edu,GMBA,Jan-23,2023,89.0,76.1,79.3,2,77.9,5,Needs Handholding,Placed,1
SPJ20247338,Student_206_Jul-23,student206@jul-23.spjain.edu,MGB,Jul-23,2024,93.5,70.3,70.5,3,93.9,7,Outstanding,Placed,5
SPJ20235734,Student_207_Jul-23,student207@jul-23.spjain.edu,GMBA,Jul-23,2023,76.6,89.5,92.4,4,80.3,8,Good,Placed,4
SPJ20246375,Student_208_Jan-24,student208@jan-24.spjain.edu,MGB,Jan-24,2024,94.1,79.4,75.6,1,84.8,6,Good,Not Placed,0
SPJ20222732,Student_209_Jul-22,student209@jul-22.spjain.edu,GCGM,Jul-22,2022,85.8,90.7,71.8,1,81.3,4,Needs Handholding,Placed,3
SPJ20236423,Student_210_Jan-24,student210@jan-24.spjain.edu,MGB,Jan-24,2023,74.6,71.5,74.7,5,90.6,4,Good,Not Placed,0
SPJ20224980,Student_211_Jan-22,student211@jan-22.spjain.edu,GCGM,Jan-22,2022,88.4,70.8,71.0,0,82.1,3,Needs Handholding,Not Placed,0
SPJ20226473,Student_212_Jul-22,student212@jul-22.spjain.edu,GCGM,Jul-22,2022,72.2,79.8,75.5,2,93.6,5,Average,Not Placed,0
SPJ20243744,Student_213_Jan-24,student213@jan-24.spjain.edu,GMBA,Jan-24,2024,81.3,91.4,91.5,0,86.9,7,Needs Handholding,Not Placed,0
SPJ20226795,Student_214_Jan-22,student214@jan-22.spjain.edu,MGB,Jan-22,2022,93.8,76.0,86.8,0,92.7,4,Needs Handholding,Not Placed,0
SPJ20223655,Student_215_Jul-22,student215@jul-22.spjain.edu,GMBA,Jul-22,2022,76.4,94.6,92.2,1,75.0,6,Outstanding,Placed,3
SPJ20249592,Student_216_Jul-24,student216@jul-24.spjain.edu,GCGM,Jul-24,2024,70.2,74.7,87.5,0,87.9,7,Good,Placed,3
SPJ20247085,Student_217_Jan-24,student217@jan-24.spjain.edu,GCGM,Jan-24,2024,92.7,88.1,87.2,0,83.7,3,Needs Handholding,Placed,3
SPJ20249466,Student_218_Jan-24,student218@jan-24.spjain.edu,MGB,Jan-24,2024,72.0,84.7,77.8,3,78.3,8,Outstanding,Not Placed,0
SPJ20223532,Student_219_Jul-24,student219@jul-24.spjain.edu,GCGM,Jul-24,2022,88.8,89.3,92.9,4,90.3,8,Good,Placed,7
SPJ20238811,Student_220_Jan-24,student220@jan-24.spjain.edu,GMBA,Jan-24,2023,92.5,90.1,76.9,0,88.1,7,Good,Placed,6
SPJ20225128,Student_221_Jan-22,student221@jan-22.spjain.edu,GCGM,Jan-22,2022,74.4,75.3,77.4,2,93.5,4,Good,Placed,1
SPJ20236896,Student_222_Jan-23,student222@jan-23.spjain.edu,GCGM,Jan-23,2023,82.2,77.0,75.3,2,92.2,8,Outstanding,Placed,7
SPJ20243445,Student_223_Jan-24,student223@jan-24.spjain.edu,GMBA,Jan-24,2024,74.9,70.3,73.2,0,75.7,4,Outstanding,Not Placed,0
SPJ20223140,Student_224_Jul-22,student224@jul-22.spjain.edu,GCGM,Jul-22,2022,87.9,82.5,91.3,2,92.5,4,Average,Placed,1
SPJ20238486,Student_225_Jan-22,student225@jan-22.spjain.edu,GMBA,Jan-22,2023,78.4,71.2,76.3,0,88.6,3,Average,Placed,2
SPJ20232212,Student_226_Jan-23,student226@jan-23.spjain.edu,MGB,Jan-23,2023,92.6,72.4,83.4,0,88.7,8,Good,Placed,7
SPJ20235062,Student_227_Jan-23,student227@jan-23.spjain.edu,MGB,Jan-23,2023,91.6,71.0,93.6,5,94.1,4,Outstanding,Placed,3
SPJ20238976,Student_228_Jan-24,student228@jan-24.spjain.edu,GMBA,Jan-24,2023,71.7,79.7,74.1,0,91.0,4,Outstanding,Not Placed,0
SPJ20227455,Student_229_Jan-24,student229@jan-24.spjain.edu,GCGM,Jan-24,2022,79.2,83.9,79.2,3,84.2,3,Needs Handholding,Placed,3
SPJ20248069,Student_230_Jan-22,student230@jan-22.spjain.edu,GCGM,Jan-22,2024,82.8,79.8,79.0,2,90.6,5,Average,Placed,4
SPJ20244109,Student_231_Jul-22,student231@jul-22.spjain.edu,MGB,Jul-22,2024,77.7,89.3,87.9,3,81.9,5,Needs Handholding,Placed,4
SPJ20236252,Student_232_Jul-22,student232@jul-22.spjain.edu,GCGM,Jul-22,2023,73.4,92.1,72.9,1,80.1,6,Good,Not Placed,0
SPJ20223416,Student_233_Jul-24,student233@jul-24.spjain.edu,MGB,Jul-24,2022,72.5,82.9,82.8,1,94.0,7,Outstanding,Not Placed,0
SPJ20246551,Student_234_Jul-22,student234@jul-22.spjain.edu,GMBA,Jul-22,2024,77.8,90.5,72.1,4,88.7,5,Good,Placed,5
SPJ20245271,Student_235_Jul-22,student235@jul-22.spjain.edu,GCGM,Jul-22,2024,94.1,94.7,93.7,1,88.3,5,Good,Placed,2
SPJ20248649,Student_236_Jan-22,student236@jan-22.spjain.edu,GCGM,Jan-22,2024,76.0,72.0,90.9,3,83.1,5,Average,Not Placed,0
SPJ20244266,Student_237_Jul-23,student237@jul-23.spjain.edu,GMBA,Jul-23,2024,84.1,76.7,78.3,3,86.7,8,Average,Not Placed,0
SPJ20234418,Student_238_Jul-22,student238@jul-22.spjain.edu,MGB,Jul-22,2023,79.3,81.8,91.4,3,93.6,7,Needs Handholding,Placed,4
SPJ20226598,Student_239_Jul-22,student239@jul-22.spjain.edu,MGB,Jul-22,2022,74.4,77.1,70.6,1,93.5,7,Average,Placed,7
SPJ20241221,Student_240_Jul-23,student240@jul-23.spjain.edu,GCGM,Jul-23,2024,73.6,89.7,79.3,3,81.0,6,Good,Placed,2
SPJ20225338,Student_241_Jan-23,student241@jan-23.spjain.edu,MGB,Jan-23,2022,76.0,89.4,84.7,1,78.6,3,Average,Placed,3
SPJ20248418,Student_242_Jan-24,student242@jan-24.spjain.edu,GMBA,Jan-24,2024,74.9,89.8,73.9,0,81.0,5,Average,Placed,1
SPJ20229697,Student_243_Jul-23,student243@jul-23.spjain.edu,GMBA,Jul-23,2022,86.4,81.4,72.6,0,85.7,8,Outstanding,Not Placed,0
SPJ20223562,Student_244_Jul-22,student244@jul-22.spjain.edu,MGB,Jul-22,2022,93.3,72.0,88.2,0,93.3,7,Average,Not Placed,0
SPJ20249146,Student_245_Jan-23,student245@jan-23.spjain.edu,GCGM,Jan-23,2024,77.0,92.4,80.8,3,80.2,8,Needs Handholding,Placed,2
SPJ20228582,Student_246_Jul-24,student246@jul-24.spjain.edu,GCGM,Jul-24,2022,91.7,93.3,86.9,3,90.9,8,Good,Placed,8
SPJ20243498,Student_247_Jul-22,student247@jul-22.spjain.edu,MGB,Jul-22,2024,80.7,87.0,80.2,1,75.1,5,Outstanding,Placed,3
SPJ20223919,Student_248_Jan-24,student248@jan-24.spjain.edu,MGB,Jan-24,2022,70.6,93.4,78.1,5,94.7,3,Outstanding,Placed,2
SPJ20223022,Student_249_Jul-22,student249@jul-22.spjain.edu,GMBA,Jul-22,2022,77.7,78.0,86.6,0,83.5,7,Average,Placed,5
SPJ20246751,Student_250_Jul-23,student250@jul-23.spjain.edu,GCGM,Jul-23,2024,90.2,87.4,82.4,0,79.0,4,Needs Handholding,Not Placed,0
SPJ20243094,Student_251_Jul-22,student251@jul-22.spjain.edu,GMBA,Jul-22,2024,89.4,74.4,88.0,5,78.7,8,Needs Handholding,Placed,6
SPJ20249555,Student_252_Jan-23,student252@jan-23.spjain.edu,GMBA,Jan-23,2024,78.8,92.3,86.5,0,78.0,4,Needs Handholding,Placed,2
SPJ20222427,Student_253_Jan-24,student253@jan-24.spjain.edu,GMBA,Jan-24,2022,70.0,79.1,81.8,1,79.5,4,Needs Handholding,Not Placed,0
SPJ20223595,Student_254_Jan-23,student254@jan-23.spjain.edu,GMBA,Jan-23,2022,81.7,72.3,71.2,0,85.2,6,Needs Handholding,Placed,5
SPJ20222468,Student_255_Jul-23,student255@jul-23.spjain.edu,GCGM,Jul-23,2022,72.5,82.3,73.9,1,87.9,7,Good,Placed,6
SPJ20243146,Student_256_Jul-24,student256@jul-24.spjain.edu,MGB,Jul-24,2024,80.9,87.7,76.6,3,84.6,5,Needs Handholding,Not Placed,0
SPJ20225157,Student_257_Jul-22,student257@jul-22.spjain.edu,GCGM,Jul-22,2022,94.6,94.6,73.5,2,85.2,8,Outstanding,Not Placed,0
SPJ20243998,Student_258_Jan-23,student258@jan-23.spjain.edu,GCGM,Jan-23,2024,94.8,91.5,84.2,0,89.7,5,Needs Handholding,Placed,4
SPJ20227501,Student_259_Jan-23,student259@jan-23.spjain.edu,GMBA,Jan-23,2022,79.3,71.2,79.7,1,76.3,8,Outstanding,Placed,5
SPJ20233432,Student_260_Jul-23,student260@jul-23.spjain.edu,GMBA,Jul-23,2023,72.6,75.9,82.1,1,92.1,5,Outstanding,Not Placed,0
SPJ20227326,Student_261_Jul-24,student261@jul-24.spjain.edu,GCGM,Jul-24,2022,75.5,79.6,80.0,1,88.3,4,Needs Handholding,Not Placed,0
SPJ20242416,Student_262_Jan-23,student262@jan-23.spjain.edu,GCGM,Jan-23,2024,76.9,81.9,79.0,0,91.0,8,Outstanding,Not Placed,0
SPJ20234465,Student_263_Jul-24,student263@jul-24.spjain.edu,MGB,Jul-24,2023,71.8,84.2,93.0,2,83.6,3,Outstanding,Not Placed,0
SPJ20233593,Student_264_Jan-23,student264@jan-23.spjain.edu,GMBA,Jan-23,2023,83.7,78.9,74.6,0,91.2,3,Average,Placed,2
SPJ20227611,Student_265_Jan-22,student265@jan-22.spjain.edu,GMBA,Jan-22,2022,85.6,86.3,72.4,0,81.1,4,Good,Not Placed,0
SPJ20248927,Student_266_Jan-24,student266@jan-24.spjain.edu,MGB,Jan-24,2024,86.2,80.1,84.2,3,79.3,4,Needs Handholding,Not Placed,0
SPJ20246773,Student_267_Jan-22,student267@jan-22.spjain.edu,GCGM,Jan-22,2024,94.6,74.6,80.9,0,84.2,5,Needs Handholding,Not Placed,0
SPJ20226058,Student_268_Jul-24,student268@jul-24.spjain.edu,GCGM,Jul-24,2022,93.5,87.1,92.5,1,77.3,3,Needs Handholding,Not Placed,0
SPJ20242134,Student_269_Jan-22,student269@jan-22.spjain.edu,GCGM,Jan-22,2024,86.8,89.6,85.9,0,77.5,3,Good,Placed,3
SPJ20231019,Student_270_Jan-22,student270@jan-22.spjain.edu,MGB,Jan-22,2023,82.2,79.5,94.8,5,84.1,5,Needs Handholding,Placed,1
SPJ20246071,Student_271_Jul-23,student271@jul-23.spjain.edu,GCGM,Jul-23,2024,81.6,77.7,83.6,3,83.0,7,Needs Handholding,Not Placed,0
SPJ20225002,Student_272_Jul-23,student272@jul-23.spjain.edu,GCGM,Jul-23,2022,79.6,78.7,87.3,1,92.2,3,Outstanding,Not Placed,0
SPJ20248231,Student_273_Jan-23,student273@jan-23.spjain.edu,MGB,Jan-23,2024,75.5,75.0,84.7,2,86.3,7,Good,Not Placed,0
SPJ20241130,Student_274_Jan-22,student274@jan-22.spjain.edu,GCGM,Jan-22,2024,84.1,79.0,84.2,1,81.4,3,Average,Not Placed,0
SPJ20239593,Student_275_Jan-23,student275@jan-23.spjain.edu,GCGM,Jan-23,2023,72.8,83.2,81.6,1,81.0,3,Average,Not Placed,0
SPJ20245288,Student_276_Jan-24,student276@jan-24.spjain.edu,GMBA,Jan-24,2024,89.1,85.3,78.7,3,88.1,4,Average,Not Placed,0
SPJ20225234,Student_277_Jul-24,student277@jul-24.spjain.edu,MGB,Jul-24,2022,77.7,76.4,71.8,0,82.9,7,Good,Placed,7
SPJ20231782,Student_278_Jan-24,student278@jan-24.spjain.edu,MGB,Jan-24,2023,77.1,84.4,76.7,2,75.3,8,Good,Placed,4
SPJ20243583,Student_279_Jan-23,student279@jan-23.spjain.edu,GMBA,Jan-23,2024,80.5,85.1,81.9,2,88.4,7,Average,Placed,2
SPJ20247763,Student_280_Jan-22,student280@jan-22.spjain.edu,GCGM,Jan-22,2024,81.1,71.5,74.3,0,84.6,5,Average,Placed,3
SPJ20235987,Student_281_Jan-23,student281@jan-23.spjain.edu,MGB,Jan-23,2023,90.0,73.3,89.4,0,75.2,5,Average,Not Placed,0
SPJ20224342,Student_282_Jan-22,student282@jan-22.spjain.edu,MGB,Jan-22,2022,88.1,75.6,71.4,0,92.9,5,Outstanding,Placed,1
SPJ20231037,Student_283_Jul-23,student283@jul-23.spjain.edu,GMBA,Jul-23,2023,91.5,91.6,83.2,3,78.8,7,Average,Not Placed,0
SPJ20227497,Student_284_Jul-23,student284@jul-23.spjain.edu,GMBA,Jul-23,2022,93.1,85.2,93.6,2,86.1,4,Average,Not Placed,0
SPJ20223581,Student_285_Jul-22,student285@jul-22.spjain.edu,MGB,Jul-22,2022,71.8,93.4,83.8,0,80.9,4,Good,Not Placed,0
SPJ20224800,Student_286_Jul-24,student286@jul-24.spjain.edu,GMBA,Jul-24,2022,70.8,76.2,77.8,1,80.3,4,Outstanding,Placed,3
SPJ20245597,Student_287_Jul-23,student287@jul-23.spjain.edu,GMBA,Jul-23,2024,84.5,82.6,87.3,4,91.6,3,Average,Placed,3
SPJ20224085,Student_288_Jan-24,student288@jan-24.spjain.edu,MGB,Jan-24,2022,73.8,90.1,72.2,3,92.8,3,Needs Handholding,Not Placed,0
SPJ20227403,Student_289_Jan-23,student289@jan-23.spjain.edu,GCGM,Jan-23,2022,91.0,71.5,75.7,0,78.3,7,Average,Not Placed,0
SPJ20233233,Student_290_Jul-22,student290@jul-22.spjain.edu,MGB,Jul-22,2023,88.8,88.2,88.8,0,79.0,7,Good,Placed,1
SPJ20238675,Student_291_Jul-22,student291@jul-22.spjain.edu,GCGM,Jul-22,2023,80.0,94.8,75.4,0,75.4,4,Average,Not Placed,0
SPJ20243326,Student_292_Jan-22,student292@jan-22.spjain.edu,MGB,Jan-22,2024,87.3,86.8,80.7,2,93.7,3,Needs Handholding,Not Placed,0
SPJ20243835,Student_293_Jan-24,student293@jan-24.spjain.edu,MGB,Jan-24,2024,78.7,90.3,76.2,0,80.6,5,Good,Placed,1
SPJ20249850,Student_294_Jul-24,student294@jul-24.spjain.edu,GCGM,Jul-24,2024,83.9,76.5,82.2,0,79.3,8,Good,Placed,3
SPJ20221853,Student_295_Jul-23,student295@jul-23.spjain.edu,MGB,Jul-23,2022,93.7,90.0,90.2,0,84.1,4,Good,Placed,3
SPJ20236261,Student_296_Jan-22,student296@jan-22.spjain.edu,MGB,Jan-22,2023,90.4,88.1,92.9,3,89.6,3,Needs Handholding,Not Placed,0
SPJ20223524,Student_297_Jul-23,student297@jul-23.spjain.edu,MGB,Jul-23,2022,85.6,90.8,93.4,1,76.0,5,Good,Not Placed,0
SPJ20247458,Student_298_Jul-23,student298@jul-23.spjain.edu,GMBA,Jul-23,2024,73.7,82.6,93.3,0,81.3,3,Average,Not Placed,0
SPJ20242633,Student_299_Jan-23,student299@jan-23.spjain.edu,GMBA,Jan-23,2024,76.4,82.7,88.5,1,80.0,4,Needs Handholding,Placed,2
SPJ20228445,Student_300_Jan-22,student300@jan-22.spjain.edu,GCGM,Jan-22,2022,94.5,73.0,81.4,0,79.7,5,Needs Handholding,Placed,1
SPJ20233919,Student_301_Jul-23,student301@jul-23.spjain.edu,GCGM,Jul-23,2023,87.3,89.9,93.3,1,82.1,7,Average,Not Placed,0
SPJ20245092,Student_302_Jan-23,student302@jan-23.spjain.edu,GMBA,Jan-23,2024,92.1,89.1,82.3,0,77.8,6,Needs Handholding,Not Placed,0
SPJ20235270,Student_303_Jan-24,student303@jan-24.spjain.edu,GCGM,Jan-24,2023,74.5,70.5,91.4,0,77.3,4,Needs Handholding,Not Placed,0
SPJ20238255,Student_304_Jul-24,student304@jul-24.spjain.edu,GMBA,Jul-24,2023,91.2,74.8,74.9,0,79.0,5,Average,Not Placed,0
SPJ20247185,Student_305_Jan-23,student305@jan-23.spjain.edu,GCGM,Jan-23,2024,91.0,82.5,85.0,0,80.4,3,Good,Placed,2
SPJ20237998,Student_306_Jul-24,student306@jul-24.spjain.edu,GMBA,Jul-24,2023,71.8,89.2,77.8,3,80.1,8,Good,Not Placed,0
SPJ20226224,Student_307_Jul-24,student307@jul-24.spjain.edu,GMBA,Jul-24,2022,74.0,91.9,88.5,1,80.4,6,Needs Handholding,Not Placed,0
SPJ20233583,Student_308_Jul-22,student308@jul-22.spjain.edu,GCGM,Jul-22,2023,84.2,70.4,72.0,2,85.9,4,Good,Placed,3
SPJ20237590,Student_309_Jan-24,student309@jan-24.spjain.edu,GCGM,Jan-24,2023,72.9,78.1,91.6,1,75.8,7,Average,Not Placed,0
SPJ20228069,Student_310_Jul-23,student310@jul-23.spjain.edu,GCGM,Jul-23,2022,81.6,88.0,73.9,1,91.5,8,Average,Placed,1
SPJ20231714,Student_311_Jan-22,student311@jan-22.spjain.edu,MGB,Jan-22,2023,86.6,85.6,70.7,2,76.9,4,Outstanding,Placed,1
SPJ20247096,Student_312_Jan-24,student312@jan-24.spjain.edu,MGB,Jan-24,2024,91.3,75.6,91.4,0,78.5,4,Outstanding,Placed,1
SPJ20247577,Student_313_Jan-23,student313@jan-23.spjain.edu,GMBA,Jan-23,2024,86.6,92.1,87.8,1,92.4,7,Needs Handholding,Not Placed,0
SPJ20221697,Student_314_Jan-22,student314@jan-22.spjain.edu,MGB,Jan-22,2022,89.1,72.7,78.2,4,76.2,5,Average,Placed,1
SPJ20247581,Student_315_Jul-22,student315@jul-22.spjain.edu,MGB,Jul-22,2024,93.2,92.9,82.4,3,79.9,5,Average,Not Placed,0
SPJ20243372,Student_316_Jul-23,student316@jul-23.spjain.edu,MGB,Jul-23,2024,77.8,88.6,84.9,0,80.9,4,Outstanding,Placed,4
SPJ20228956,Student_317_Jan-22,student317@jan-22.spjain.edu,GCGM,Jan-22,2022,74.6,77.6,71.6,1,87.2,7,Good,Placed,3
SPJ20243635,Student_318_Jan-24,student318@jan-24.spjain.edu,GMBA,Jan-24,2024,91.6,72.3,91.6,1,91.5,6,Average,Placed,6
SPJ20221088,Student_319_Jul-24,student319@jul-24.spjain.edu,GMBA,Jul-24,2022,72.8,83.7,71.4,3,83.2,8,Good,Placed,1
SPJ20243940,Student_320_Jul-22,student320@jul-22.spjain.edu,MGB,Jul-22,2024,74.0,78.4,83.6,0,75.1,8,Outstanding,Not Placed,0
SPJ20248390,Student_321_Jul-22,student321@jul-22.spjain.edu,MGB,Jul-22,2024,92.5,83.7,70.0,1,93.5,7,Good,Placed,1
SPJ20244339,Student_322_Jan-24,student322@jan-24.spjain.edu,MGB,Jan-24,2024,80.8,90.6,88.9,0,78.5,7,Good,Not Placed,0
SPJ20235992,Student_323_Jul-23,student323@jul-23.spjain.edu,GCGM,Jul-23,2023,92.5,72.1,78.4,1,78.5,6,Outstanding,Placed,4
SPJ20224061,Student_324_Jan-22,student324@jan-22.spjain.edu,GCGM,Jan-22,2022,74.7,86.6,89.8,0,89.3,4,Outstanding,Placed,3
SPJ20242556,Student_325_Jul-24,student325@jul-24.spjain.edu,MGB,Jul-24,2024,88.2,71.6,81.9,1,94.1,6,Needs Handholding,Not Placed,0
SPJ20235052,Student_326_Jan-22,student326@jan-22.spjain.edu,GMBA,Jan-22,2023,88.9,88.1,90.6,0,87.7,7,Outstanding,Not Placed,0
SPJ20225897,Student_327_Jan-24,student327@jan-24.spjain.edu,GCGM,Jan-24,2022,81.7,81.1,80.2,4,88.9,5,Needs Handholding,Placed,5
SPJ20233798,Student_328_Jul-24,student328@jul-24.spjain.edu,MGB,Jul-24,2023,74.5,86.9,94.8,2,82.8,5,Needs Handholding,Not Placed,0
SPJ20241147,Student_329_Jan-23,student329@jan-23.spjain.edu,GMBA,Jan-23,2024,90.7,73.5,81.2,1,81.9,4,Average,Not Placed,0
SPJ20235989,Student_330_Jul-24,student330@jul-24.spjain.edu,MGB,Jul-24,2023,92.2,84.5,85.2,2,87.5,4,Needs Handholding,Not Placed,0
SPJ20246766,Student_331_Jul-23,student331@jul-23.spjain.edu,GCGM,Jul-23,2024,85.5,82.1,84.1,4,84.1,8,Needs Handholding,Not Placed,0
SPJ20248570,Student_332_Jan-24,student332@jan-24.spjain.edu,GMBA,Jan-24,2024,77.1,76.9,93.8,2,91.0,5,Outstanding,Not Placed,0
SPJ20239744,Student_333_Jan-23,student333@jan-23.spjain.edu,GCGM,Jan-23,2023,83.0,85.7,75.2,4,91.2,3,Needs Handholding,Not Placed,0
SPJ20233687,Student_334_Jan-23,student334@jan-23.spjain.edu,GCGM,Jan-23,2023,77.9,89.8,74.2,3,92.5,5,Good,Placed,1
SPJ20236874,Student_335_Jul-22,student335@jul-22.spjain.edu,MGB,Jul-22,2023,71.0,80.0,83.8,0,91.8,4,Average,Not Placed,0
SPJ20229861,Student_336_Jan-22,student336@jan-22.spjain.edu,GMBA,Jan-22,2022,70.0,91.9,84.3,2,91.1,5,Needs Handholding,Not Placed,0
SPJ20247071,Student_337_Jul-22,student337@jul-22.spjain.edu,GMBA,Jul-22,2024,84.9,81.8,90.8,1,83.3,4,Outstanding,Placed,4
SPJ20226856,Student_338_Jan-22,student338@jan-22.spjain.edu,GCGM,Jan-22,2022,75.3,87.0,88.0,0,86.8,7,Average,Placed,1
SPJ20221848,Student_339_Jan-23,student339@jan-23.spjain.edu,MGB,Jan-23,2022,83.9,89.2,74.8,4,88.3,5,Needs Handholding,Not Placed,0
SPJ20244343,Student_340_Jul-23,student340@jul-23.spjain.edu,GMBA,Jul-23,2024,92.8,86.3,83.3,1,92.6,3,Outstanding,Placed,3
SPJ20248929,Student_341_Jan-23,student341@jan-23.spjain.edu,MGB,Jan-23,2024,73.1,75.8,93.0,2,77.6,7,Outstanding,Not Placed,0
SPJ20232914,Student_342_Jul-24,student342@jul-24.spjain.edu,MGB,Jul-24,2023,93.9,84.0,93.2,1,81.0,3,Needs Handholding,Placed,1
SPJ20244865,Student_343_Jan-23,student343@jan-23.spjain.edu,MGB,Jan-23,2024,84.9,91.8,73.4,1,78.7,4,Outstanding,Placed,3
SPJ20246335,Student_344_Jul-24,student344@jul-24.spjain.edu,GCGM,Jul-24,2024,86.5,81.0,70.7,2,84.6,6,Average,Not Placed,0
